FREEDOM IS A CONSTANT STRUGGLE: AFRICAN AMERICAN HISTORY IN THE 20TH CENTURY,"11,12",CLASS,HISTORY,"Organized chronologically with an emphasis on 20th century people and events, this course highlights the history of African Americans and the struggle for equality and human dignity.  We will interrogate the definition and codification of race in the United States, analyze the institutionalization of segregation through policy and practice, and examine the myriad ways in which African Americans have protested, resisted and generated change.  Through primary and secondary source readings, documentaries, and discussions, we will explore African Americans’ contributions to the nation’s identity and prosperity and what they reveal about the role and significance of diversity in American society.  Prominent themes include urbanization, the development of the modern civil rights movement and its aftermath, the thought and leadership of black intellectuals and activists, and the continuing push for equity and inclusion."
FROM MAO TO NOW:  UNDERSTANDING MODERN CHINA,"11,12",CLASS,HISTORY,"This one-semester class will introduce students to the history and culture of modern China from the fall of the Qing Dynasty to the present with the goal of understanding the extraordinary events that have transformed China into a global superpower possessing enormous political, economic, and cultural influence.  Among the historical events studied will be the civil war between Nationalists and Communists, the Great Leap Forward, the Cultural Revolution, the reforms of Deng Xiaoping, the Tiananmen Square protests, the great urban to rural migration at the end of the 20th century, and the new initiatives of Xi Jinping.  Students will study a variety of sources along the way, including historical texts, films, and literature, for example Zhang Yimou’s landmark film To Live, Tian Zhuangzhuang’s The Blue Kite, and Lun Zhang’s graphic novel Tiananmen 1989."
GLOBAL MIGRATIONS IN HISTORY,"11,12",CLASS,HISTORY,"The history of people is the history of their movement.  This course considers global case studies of both forced and voluntary migration to explore how people have built different societies.  In following the movement of people between places, the course tracks different visions of who belongs, how societies should run, and relationships with the natural environment.  It examines the causes of migration from war and famine to economic growth and cultural magnets.  It also explores the experiences of migrants themselves; the rules that people put up to include, exclude, and jail migrants; the effects of migration on the places to which people come and go; and the grave policy implications of stories and metaphors.  Ultimately, students will become better versed in world history by studying the people who connect societies across the globe and the ideas, cultures, and material objects they brought with them."
GRANDEUR OF AFRICA,"11,12",CLASS,HISTORY,"In this semester-long course, we will examine what we know as well as why we know what we know about Africa as both a real geographic and political space and a historically constructed idea.  The goal of such study is to subvert the notion that “Africa” or “Africans” can be spoken of in general and historically unspecific terms.  To this end we will examine the long arc of African history from prehistory to the modern era.  We will explore the migrations of early African peoples, the evolution of African languages, and the development of regional material culture.  African spirituality, intellectual life, and civilization building will challenge long-held Western myths about the world’s second largest continent.  Key moments in African commercial and economic development will provide the student with an appreciation of the dazzling diversity and complexity of pre-colonial African states that confirms the continent’s rightful place in world history.  We will conclude by tapping into student interests to examine ways that a meaningful understanding of the African past helps us to make sense of the continent today."
HOLOCAUST & GENOCIDE STUDIES,"11,12",CLASS,HISTORY,"This course will introduce students to the many atrocities that have taken place throughout history and resulted in the ethnic cleansing and systemic genocide of millions over time.  Relying on a case study approach, students will examine the Holocaust, and genocides in Armenia, Darfur, Rwanda, Bosnia and Herzegovina, Cambodia, Ukraine, and those targeting Native Americans, Yazidi, and Herero people.  Drawing upon survivor and witness testimonies when possible, students will explore the conditions and circumstances that lead to genocide and examine how groups and individuals resist in an effort to maintain their faith, culture, and identities.  Students will advance their understanding of genocide and ethnic cleansing in the hopes of creating a deeper empathetic and compassionate world."
LATIN AMERICAN HISTORY,"11,12",CLASS,HISTORY,"This course is an introduction to the rich tapestry that is modern Latin America.  The semester begins with a brief survey of the historical forces that have shaped Latin American communities, from colonialism and slavery to nationalism and globalization.  Through thematic units and case studies, students will explore topics such as Latin America’s economic development and integration into the global economy; the legacies and experiences of indigenous peoples; the construction of race and identity; the role of religion and folklore; environmental degradation and protection; the relationship between politics, militaries, and human rights; expressions of music, art, and literature; and patterns of urbanization and migration.  The foundational text of the course, Faces of Latin America by Duncan Green and Sue Branford, will be supplemented with primary source materials and critical scholarship representing a diversity of perspectives and experiences. Students will cultivate critical news literacy by following current events from across the region, build reasoning and writing skills by seeking to reconcile the many narratives that constitute Latin America, and consider their own identities as global citizens by examining the relationship between the United States and its southern neighbors."
LAW AND SOCIETY,"11,12",CLASS,HISTORY,"While we all strive to create a just society, we often disagree over process and results.  This class will explore the theoretical foundations of justice and how America has implemented various philosophical theories over time.  The class will first introduce students to the major theories of justice in the Western tradition and then dive into the history and application of constitutional law.  Students will read Michael Sandel’s Justice, significant speeches and treatises from American history, as well as Supreme Court cases.  While students will be tested on the basic tenets of political philosophy and the Constitution, most of the assessments will be scholarly essays applying legal and philosophical theories to specific speeches and case studies."
MACROECONOMICS,"11,12",CLASS,HISTORY,"Macroeconomics is an introductory college-level macroeconomics course where students cultivate their understanding of the principles that apply to an economic system as a whole through an exploration of (1) national income, prices, and measurements of economic performance; (2) the financial sector and the markets; and (3) monetary and fiscal policy.  This is achieved by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.  During this class we will also examine ideas in finance including corporate finance, basic financial analysis, and the capital markets.   In addition, the course provides students with a basic understanding of how markets value and trade financial assets.  Course materials include Gregory Mankiw’s Principles of Economics, articles from current sources such as The Economist, The Wall Street Journal, The New York Times, and a variety of graduate business school case materials.  Although basic mathematics is used to study many of the course’s topics, there are no math prerequisites to enroll in the class; the course is intended to be equally appropriate for students with primary interests in either humanities or math/science.Requirements:  Successful completion of Microeconomics"
MEDIA AND ADVERTISING,"11,12",CLASS,HISTORY,"From snake oil salespeople at carnivals to Tik Tok influencers, the drive to buy and sell has defined American life.  This course examines how that historical impulse has helped lead to contemporary issues, such as battles over fake news and misinformation.  Advertising has long blurred the lines between art, entertainment, news, health advice, and sales pitches.  Students will learn to analyze those lines with sophistication and context.  They will critically read advertisements as text, images, music, and video.  They will also explore different types of media, from old magazines to Instagram posts.  Tracking controversies in advertising and media, students will develop their understanding of advertising history by considering persistent questions of ethics, appropriation, authenticity, and representation."
MICROECONOMICS,"11,12",CLASS,HISTORY,"Microeconomics is an introductory college-level course that gives students an understanding of how society allocates its resources, how individuals and producers make decisions, and how the government can become involved in those choices.  Students cultivate their understanding of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.  Course materials include Gregory Mankiw’s Principles of Economics, articles from current sources such as The Economist, The Wall Street Journal, The New York Times, and a variety of graduate business school case materials.  Although basic mathematics is used to study many of the course’s topics, there are no math prerequisites to enroll in the class; the course is intended to be equally appropriate for students with primary interests in either humanities or math/science."
PHILOSOPHY,"11,12",CLASS,HISTORY,"This course is an introduction to the great questions of philosophy:  Are we living in a simulation?  Do we have free will?  Can machines think?  What is the good life?  Philosophers relentlessly pursue such topics, and this course will explore their efforts across key fields: epistemology (what can we know and how can we know it), metaphysics (what exists and what is its nature), and philosophy of mind (what makes you you and why does it matter).  In considering such questions, philosophy makes the invisible visible and forces us to carefully examine our lives and the world around us."
POSITIVE PSYCHOLOGY,"11,12",CLASS,HISTORY,"Positive psychology is the scientific study of human strengths and virtues.  It uses psychological theory, scientific research and evidence-based interventions to understand and improve human well-being.  This course examines a variety of psychological concepts that fall under the broad umbrella of positive psychology: positive emotions, personal strengths and virtues, gratitude, mindfulness, growth mindset, and grit.  Students will explore what new results in psychological science teach us about how to be happier, how to feel less stressed, and how to flourish more.  Throughout the semester students will engage in learning the science of positive psychology and how to increase their own well-being using research-based interventions."
PRINCIPLES OF PSYCHOLOGY,"11,12",CLASS,HISTORY,"This course explores key theories and methods in the scientific study of behavior and mental processes.  We will pursue such topics as intelligence, emotion, and decision-making in looking at how people think, feel, and behave.  In doing so we will consider how the mind develops and the role of mental illness.  Students will explore how cognitive, biological, social-cultural, behavioral, humanistic, and psychodynamic perspectives inform the field of psychology and our understanding of human behavior.  Students will also learn about the key figures and research findings which have shaped our understanding of the mind as well as cutting edge research in contemporary psychology."
QUEER IN AMERICA,"11,12",CLASS,HISTORY,"The iconic 1969 Stonewall Uprising in NYC inaugurated an era of large-scale activism and gradual but increasing visibility of LGBTQ people.  However, we must remember that LGBTQ history predates Stonewall by centuries.  For example, in the pre-colonial era, many Native American societies honored gender and sexual fluidity.  The queer stories of white folks and people of color have also long been woven into the fabric of American life.  In this semester-long course, we will discover how these intimate narratives of same-sex love and pioneering gender creativity offer us an inspiring and poignant view from the margins of our nation’s history.  We will also explore how queer narratives have been informed by and intersected with gender, race, and class in complex – and sometimes surprising – ways."
SCIENCE & SOCIETY,"11,12",CLASS,HISTORY,"How can science change over time?  What we call scientific knowledge comes to us through the work of people, and people cannot escape the politics of their societies.  In this class we will look at scientific discovery dating back to ancient cultures while also exploring what it means to call knowledge “scientific” rather than traditional, religious, folk, pseudoscientific, or some other name.  This course will walk students through major developments in medicine, public health, and our understanding of the universe.  In doing so we will explore how people have used scientific authority to erect hierarchies of class, race, and gender — and how ideas about class, race, and gender have compromised scientific work.  The class will also consider the efforts of varied groups to suppress scientific knowledge and the ethical issues that come to the fore in any scientific work.  Students interested in science, philosophy, and history will find information and questions that deepen their understanding of how knowledge and power interact."
WHO RUNS THE WORLD? WOMEN IN LEADERSHIP,"11,12",CLASS,HISTORY,"History courses tend to focus predominantly on the contributions of male leaders, often overlooking, diminishing, or erasing women’s stories and experiences from the historical narrative.  This semester-long course will shift the focus and challenge students' understanding of women in leadership roles throughout history.  From Hatshepsut’s reign over ancient Egypt to Empress Wu Zetian’s rule during the Tang Dynasty, to the prime ministerships of Indira Gandhi in India and of Golda Meir in Israel, students will examine the history of some of the most powerful and influential women throughout global history.  As they challenge their understanding of the historical context for and contributions of women, students will review primary and secondary source material and engage in a wide variety of learning activities that sharpen their critical thinking and writing skills."
THE WORLD SINCE WWII,"11,12",CLASS,HISTORY,"This course explores the major historical trends and developments in global history from the end of World War II up to the present.  Through source analysis, simulations, and research, students will engage in discussions on nationalism and supranationalism, decolonization and democratization, racial and ethnic conflict, globalization, and the post-9/11 world.  Students will develop essential historical thinking skills, including analyzing sources, evaluating continuity and change over time, chronological reasoning, and creating and supporting historical arguments.  Past topics have included communist revolutions, a case study of the Arab Spring uprisings, and ethical consumerism.  This course will enhance student understanding of the current geopolitical and economic landscape of the world, will enable students to think critically about world affairs, and will prepare them to take informed action as global citizens."
LATIN I,"9,10,11,12",CLASS,LANGUAGES,"Using the innovative textbook Suburani, Latin I introduces beginners to Latin through a blend of traditional grammatical instruction and immersive storytelling, where the lives of diverse characters from ancient Rome are explored.  The course emphasizes developing a strong foundation in Latin grammar and vocabulary, focusing on reading comprehension, translation skills, and basic composition.  Students will delve into the social, political, and cultural life of ancient Rome, gaining insights into significant historical events and figures that shaped the Roman Empire.  Interactive learning is a key component, with exercises like dialogues, role-plays, and group discussions, alongside projects and assessments that encourage creative application of learned concepts, including crafting Latin stories."
LATIN II,"9,10,11,12",CLASS,LANGUAGES,"Latin II builds on the foundation established in Latin 1. The course begins with the completion of Suburani Book 1, reinforcing basic Latin grammar and vocabulary, and then progresses into the more intricate linguistic and cultural nuances found in Suburani Book 2.  Students will delve deeper into the stories and lives of ancient Roman characters, enriching their language skills within a vivid historical context.  The course focuses on enhancing reading comprehension, translation abilities, and composition skills with a significant emphasis on mastering complex grammatical structures and expanding Latin vocabulary.  As students advance through Suburani Book 2, they will gain a more profound understanding of Roman society, politics, and culture.  The curriculum includes engaging interactive activities that encourage creative and critical application of Latin.  Additionally, students will be introduced to more complex Latin texts, offering a deeper insight into the rich literary heritage of ancient Rome."
LATIN III,"9,10,11,12",CLASS,LANGUAGES,"Latin III is a comprehensive course that completes the exploration of Suburani Book 2 while delving deeper into advanced Latin grammar and focusing significantly on reading comprehension and prose composition.  Throughout the course students strengthen their grasp of complex grammatical concepts and expand their Latin vocabulary, enabling them to read and interpret Latin texts with greater fluency.  The emphasis on reading comprehension is twofold:  it enhances the students' ability to understand and analyze Latin passages, and it lays the groundwork for their own prose composition, where they apply grammatical structures and vocabulary in creative and expressive ways.  As the year progresses, the course introduces students to authentic Roman authors.  This introduction to original Latin literature is carefully scaffolded with extensive support including glossaries, annotations, and guided discussions to ensure students are well-equipped to engage with these classical texts."
LATIN IV/DE LATIN 203,"9,10,11,12",CLASS,LANGUAGES,"This advanced Latin course focuses on enhancing reading fluency, prose composition, and the analysis of Classical literature.  Students will read a diverse range of texts, including authentic texts from the Classical period, modern novellas, and medieval and Renaissance literature to improve their reading speed and proficiency.  The course emphasizes writing in Latin to strengthen the student’s grasp of grammar and syntax.  A significant aspect involves studying original texts by notable authors such as Cicero, Virgil, Ovid, and Caesar, where students will engage in interpretation and analysis, exploring the historical and cultural contexts of these works.  Aimed at deepening the appreciation and understanding of Latin, this course enhances language skills, critical thinking, and analytical abilities.  Its varied content allows for repeated enrollment, offering fresh perspectives and material in each iteration.  Juniors and seniors have the option to earn 6 college credits through a Dual Enrollment program with Saint John’s University."
AP LATIN – VERGIL AND CAESAR,"9,10,11,12",CLASS,LANGUAGES,"Two primary texts provide the focus of this course:  Julius Caesar’s military journals De Bello Gallico and the poet Vergil’s epic The Aeneid.  The emphasis of this course is to develop a student’s Latin reading and translation abilities and analytical writing skills in English. Close attention is paid to the social and political milieu in which the books were written:  the tumultuous days of the late Republic and the emergence of the Empire during the reign of Augustus. Furthermore, in order to aid understanding of both texts, Roman military history, the Trojan War cycle, and the principles of classical rhetoric are carefully studied. AP designation by permission of the instructor."
ANCIENT GREEK/DE GREEK 103 (minor),"9,10,11,12",CLASS,LANGUAGES,"This course is an introduction to Ancient Greek language.  The course will use Athenaze: Book 1 to immerse students in the ancient Greek language alongside an exploration of Greek civilization and history.  Beginning with the Greek alphabet and phonetics, it progresses through basic grammar and vocabulary.  The textbook uniquely blends grammatical teaching with engaging reading materials, enabling early engagement with Greek texts.  In addition to language study, the course delves into the richness of ancient Greek culture, touching on mythology, philosophy, and art and discussing their enduring influence on the Western world.  This approach not only facilitates language acquisition but also provides a comprehensive cultural context.  Ideal for those interested in ancient languages and classical studies, this course aims to establish a robust foundation in the Greek language, enriched by a deeper understanding of its historical and cultural backdrop.  Because of the fast-paced nature of the course, it is strongly recommended that students have a background in Latin or another inflected language.  Juniors and seniors have the option to earn 3 college credits through a Dual Enrollment program with Saint John’s University.PDS offers seven levels of French and Spanish and six levels of Chinese.  At the beginning levels, students learn how to communicate using basic vocabulary, grammar, and syntax and become familiar with culture and civilization.  In advanced levels they study literature, history, civilization, and contemporary culture.  Elective courses allow students to pursue specific aspects of the language and culture and to reinforce conversational skills.  At all levels individual sections of the course are tailored to the abilities and strengths of the group."
FRENCH I,"9,10,11,12",CLASS,LANGUAGES,"Students learn to communicate, using everyday vocabulary, elementary grammar, and basic syntax.  Through individual, paired, and group exercises, we encourage students to express themselves in typical situations and everyday activities.  Students are involved in meaningful interactions from the start.  Topics include, among others, the family, clothing, school, weather, time, food, pastimes, and seasons.   Students learn to use the present tense and the immediate future.  Since culture is an essential component of the curriculum, students are exposed to activities infused with cultural aspects of both the French and Francophone worlds.  An interactive website as well as other multimedia materials reinforce class presentations and facilitate each student’s active practice of the language."
FRENCH II,"9,10,11,12",CLASS,LANGUAGES,"At this elementary level, students continue to enhance their speaking, listening, reading, writing, and cultural awareness abilities while engaging in the thematic exploration of the French and francophone cultural world.  They learn vocabulary and expressions related to basic needs and typical everyday situations, including simple inquiries and statements about family, home, school, food, clothes, weather, leisure, travel, time, and personal interests.  Students work on their communication skills, a key component of this class, by writing scenarios and acting out skits.  They develop and reinforce their grammatical proficiency:  they focus on recognizing and employing present, past, and near future tenses, as well as on acquiring more complex structures, such as object pronouns.  Projects are an integral part of the curriculum, linking students’ interests to aspects of contemporary French and francophone cultures.  Authentic materials, such as movies, songs and interactive media, are used to develop students' listening and reading comprehension."
FRENCH III,"9,10,11,12",CLASS,LANGUAGES,"At this level, students develop their ability to express more complex thoughts and feelings both orally and in writing.  Students learn to read and understand increasingly difficult literary and expository texts, to discuss their ideas, and to organize them in composition form. Students reinforce and expand their knowledge of verb tenses and other grammatical structures (such as double object pronouns, adjectives and adverbs, and interrogative pronouns) in order to communicate more effectively.  Themes studied throughout the year include:  relationships and feelings; living in the city; the influence of media; values and politics; and the challenges of our contemporary society.  Music, movies, and excerpts from audio-visual media enrich the cultural component of the class."
FRENCH IV,"9,10,11,12",CLASS,LANGUAGES,"At this level, students study and review the most difficult forms of grammar and verb usage (subjunctive with expressions of doubt and with conjunctions; compound relative pronouns, present participle, conditional, demonstrative and possessive pronouns).  Critical thinking skills and fluency of expression are fostered through reading and audio selections from newspapers, magazines, and other media.  Students hone their communication skills through diverse activities (composition writing, in-class debates, one-on-one conversations).  In the Honors section, students are introduced to more advanced literary texts.  The literary and cultural components of this level serve as an introduction for those students who are interested in continuing at the AP level."
AP FRENCH LANGUAGE AND CULTURE,"9,10,11,12",CLASS,LANGUAGES,"Beyond preparing students to take the AP French Language exam, this college-level course is designed to help them develop their command of the French language and their knowledge and appreciation of French and Francophone culture.  Students entering the class should already have a solid grasp of French grammar and vocabulary, and their aural/oral competence should also be strong.  During the course of the year through different activities (study of press articles and literary works, oral presentations, email and essay writing, comprehension activities about audio and audio-visual material…), the students will improve their four skills (reading, writing, listening, and speaking) with a special emphasis on written and spoken expression in French.  They will review advanced grammar topics and will write essays on various subjects with a focus on the six thematic content areas prescribed by the College Board (personal and public identities, families and communities, science and technology, global challenges, contemporary life, beauty and aesthetics).  All students will take the AP Language exam in May.Requirements: Students must show mastery of the grammar concepts taught in French IV Honors, demonstrate high proficiency in reading and aural comprehension as well as speaking and writing with fluency and accuracy, earn a grade of A- in French IV Honors or an A in French IV, and receive recommendation of the department."
FRENCH V,"9,10,11,12",CLASS,LANGUAGES,"This course, open to students who have completed either French IV or an AP class, is designed to develop knowledge of the French language and appreciation of Francophone societies and cultures.  Students will broaden their vocabulary and develop their communication skills while studying topics presented primarily in French films.  The texts, press excerpts, movies, and songs studied in class will provide a rich historical and cultural background from which students will expand their understanding of the multiple aspects of French and Francophone contemporary societies."
ADVANCED FRENCH LITERATURE (minor),"9,10,11,12",CLASS,LANGUAGES,"This course is an introduction to French Literature.  The class is comparable to a college level course.  Its goal is not only to perfect the students’ already advanced level of proficiency in French, but also to develop a fuller understanding of and appreciation for French and Francophone literature and culture.  The students will familiarize themselves with great works of French literature of intermediate to advanced difficulty and mature content. They will be provided with methods for literary interpretation through close reading of those texts.  They will practice formulating critical opinions in spoken and written French and will be asked to participate actively in discussions on literary topics. The corpus of texts might include poems (by authors such as La Fontaine, Baudelaire, Apollinaire), short stories (by Maupassant, Balzac) and plays (by Molière, Sartre). This course is open to students who have completed AP French (or French IV Honors with recommendation of the department).  It is conducted exclusively in French."
SPANISH I,"9,10,11,12",CLASS,LANGUAGES,"Although an introductory course, Spanish I utilizes the communicative approach to engage students in the reading, writing, listening, and speaking of the Spanish language.  Students learn to communicate and exchange information about familiar topics using phrases and simple sentences.  Through individual, paired, and group exercises, students manage short social interactions in everyday situations. Writing includes short messages and notes on familiar topics related to everyday life.  Culture is an essential component of the curriculum; activities are constantly infused with aspects of the respective cultures and their contributions to our global society."
SPANISH II,"9,10,11,12",CLASS,LANGUAGES,"This course is designed to develop the grammatical concepts and communicative skills acquired in Spanish I and to expand students’ ability to interact more fluidly in Spanish in everyday social interactions. Students will continue to grow in phonology, vocabulary, grammar, and culture through the four language skills: listening, speaking, reading, and writing.  The course requires expressing ideas on a variety of topics in written and oral formats with more complex grammatical structures and a wider breadth of vocabulary.  The above skills are improved upon through the use of authentic sources, which provides a greater understanding of the cultural complexity of the Spanish-speaking world."
SPANISH III,"9,10,11,12",CLASS,LANGUAGES,"Spanish III continues using the communicative approach to engage students in the reading, writing, listening, and speaking of the Spanish language.  Through individual, paired, and group exercises, students learn to participate in conversations on familiar topics using sentences and series of sentences.  Students are able to handle short social interactions in everyday situations by asking and answering a variety of questions. They also are able to give presentations on a variety of familiar topics using connected sentences.  They are able to understand the main idea of messages, presentations, and texts related to everyday life and personal interests or studies.  Culture is an essential component of the curriculum; activities are constantly infused with aspects of the respective cultures and their contributions to our global society."
SPANISH IV,"9,10,11,12",CLASS,LANGUAGES,"Spanish IV builds on the communicative skills developed in Spanish III through listening, speaking, reading, and writing.  Students can converse with ease and confidence on familiar topics using various time frames.  Through individual, paired, and group work, students deliver organized presentations and write on a variety of topics, also in various time frames.  They are able to follow stories and descriptions of some length from various genres, even when something unexpected is expressed.  Critical thinking skills and fluency of expression are promoted through authentic sources.  Culture is an essential component of the curriculum; activities are constantly infused with aspects of the respective cultures and their contributions to our global society."
SPANISH V – La experiencia hispana a través del cine,"9,10,11,12",CLASS,LANGUAGES,"This topics-based course promotes Spanish and Hispanic culture through authentic sources of film and literature as well as interactive activities from the vast Spanish-speaking world, deepening the students’ appreciation for Spanish and Latino experiences both in the native country and the United States.   Making a shift from the grammar-based textbook structure of the previous levels, this course brings beauty, traditions, and culture to students in a relaxed and communicative classroom. We will explore cultural, social, and political issues throughout the course such as immigration and migration, formation of cultural identities, gender and class, and experiences of war and dictatorship as well as other relevant themes.  Movies viewed in class will provide a context in history and culture as well as language.  In preparation for watching the films, students will delve into historical and cultural information that provides the backdrop of the settings of the films.  Students will further develop their Spanish language skills by actively engaging in the analysis and discussion of Spanish and Latino culture.  Enrollment is open to students that have completed level IV"
SPANISH: Temas mundiales,"9,10,11,12",CLASS,LANGUAGES,"This multimedia, interdisciplinary course will explore language and culture through relevant films from a variety of Spanish speaking countries.  We will explore the cultural, social, and political issues throughout the course, such as:  Latino representation in the media, global health issues, gender and class, experiences of war and the intercultural.  In preparation for watching the films, students will study the historical/cultural information that provides the backdrop of the settings of the films.  Readings and discussions will introduce the student to the ways in which history and cultural perspectives can influence both individual and societal behaviors, practices, and beliefs.  Ultimately, this course will prompt students to consider their own life experiences in contrast and comparison with the global cultures studied.  Through the study of films, literature, visual arts, and current events, students will continue to expand their proficiency in the Spanish language.  We will, from time to time, pinpoint a grammatical topic to be reviewed, but the focus of this course is not one of grammar.  Student work will be assessed through essays, film reviews, exams, and independent projects.  Enrollment is open to students who have completed level V or AP Spanish Language."
AP SPANISH LANGUAGE AND CULTURE,"9,10,11,12",CLASS,LANGUAGES,"The AP Spanish Language and Culture course takes a holistic approach to language proficiency and recognizes the complex interrelatedness of comprehension and comprehensibility, vocabulary usage, language control, communication strategies, and cultural awareness. The course strives to promote both fluency and accuracy in language use and not to overemphasize grammatical accuracy at the expense of communication. In order to best facilitate the study of language and culture, the course is conducted exclusively in Spanish. The goal of the course is to provide students with the opportunity to build proficiency at the Advanced level and beyond. The course focuses on the integration of authentic resources with the goal of providing a rich, diverse learning experience. The AP Language and Culture course is divided into thematic units based on recommended contexts and guided by essential questions relating to the AP themes. These essential questions drive instruction; students are regularly assessed and receive formative feedback to refine communication skills and to develop deep understandings relating to the essential questions. Any student enrolled in this course must take the AP Spanish Language and Culture exam in May.Requirements: Students must receive the recommendation of the department and either a) earn a minimum grade of A- in Spanish IV Honors; OR b) earn a minimum grade of A in Spanish IV AND demonstrate a proficiency level of Intermediate High."
ADVANCED SPANISH: Identidades latinoamericanas,"9,10,11,12",CLASS,LANGUAGES,"This course, taught entirely in Spanish, will examine how Latin Americans have constructed and interpreted racial, ethnic, class, and gender identities and ideologies from colonial times to present. The course explores how physical environments and geographies have influenced these identities.  Our focus will be on the intersection of Iberian, American, African, and Asian peoples and the resulting multiethnic societies in two specific regions (one country per semester).  Over the course of the year, the course will also focus on the intersections between disciplines (history, geography, economics, politics, literature, film, music, and art). Each semester, students will progress toward an integrated synthesis which reflects the benefit of using interdisciplinary tools to understand situations or crises.  Upon completion of this course, students must demonstrate content knowledge and mastery of skills across several disciplines, including but not limited to Spanish language. Students will interact with one another; with the instructor; and with local, national, and international communities. This work is completed via classroom discussion, live virtual conferencing, recorded symposia, scholarly articles, site visits, written reactions, case studies, and collaborative group projects.Requirements:  Successful completion of AP Spanish Language & Culture (score of 4 or higher on the AP exam) as well as the recommendation of a PDS teacher from another discipline who will attest to the student’s readiness for extensive collaborative work and the ability to manage long-term projects independently."
CHINESE I,"9,10,11,12",CLASS,LANGUAGES,"Students learn to communicate, using everyday vocabulary, elementary grammar, and basic syntax.   Through individual, pair, and group exercises, we encourage students to express themselves in typical situations and everyday activities.  Topics include the family, time, food, pets, and pastimes.  Students acquire the speaking, listening, reading, and writing skills necessary for basic communication in Mandarin Chinese.  The course emphasizes good pronunciation with particular attention to the four tones.  In addition to the pinyin system, which is used to introduce pronunciation, vocabulary, and grammatical structures, students learn to read more than 170 Chinese characters and write approximately 110 Chinese characters.  Calligraphy practices, videos, and interactive CDs reinforce class presentations and facilitate each student’s active practice of the language. The curriculum addresses cultural topics and enables students to make connections and comparisons between Chinese and other languages and cultures.  The course also encourages students to use their knowledge of Chinese culture in the wider community."
CHINESE II,"9,10,11,12",CLASS,LANGUAGES,"At this level, students continue to expand their knowledge of vocabulary, grammatical structures of graduated difficulty, Chinese characters, and general communication.  Through individual, paired and group exercises, the students are encouraged to express themselves on the following topics: sports, school related activities, identifying locations, giving directions, shopping and bargaining, making appointments, commenting, and comparing concepts of punctuality. The emphasis is on advancing and integrating listening, speaking, reading, and writing skills.  Students demonstrate more accuracy in tones and continue to build basic to intermediate skills in reading and writing.  Students learn to read more than 400 Chinese characters and write approximately 250 Chinese characters.  Reading passages of progressive difficulty are introduced to enrich the full immersion in the Chinese language and culture.  Short writings by contemporary Chinese authors are introduced.  Term-project presentations on Chinese culture are also an integral part of the curriculum, linking student interests with aspects of Chinese culture. Calligraphy practices, video materials, films, and interactive CDs reinforce essential vocabulary, linguistic structures, listening comprehension, and cultural knowledge."
CHINESE III,"9,10,11,12",CLASS,LANGUAGES,"Students continue to develop their communicative competence in reading, listening, speaking, and writing. They approximately double their knowledge of vocabulary words and characters. Students are able to read and write short passages of familiar and personal topics. Units on Chinese history and culture help students develop a broader understanding and appreciation of this civilization. Students develop reading strategies to comprehend material composed in formal written Chinese."
CHINESE IV,"9,10,11,12",CLASS,LANGUAGES,"Students will be able to engage in communicative tasks in three modes:  interpretive communication, interpersonal communication, and presentational communication.  Students will be able to understand the main ideas and facts from texts and read consistently with increased understanding.  They will be able to demonstrate increased ease and accuracy in pronouncing Chinese sounds and tones and to handle successfully a variety of communicative tasks and social situations.  They will give brief oral presentations and develop their writing and speaking proficiency by reading texts written in colloquial Chinese.  In addition, students keep gaining understanding of Chinese cultural practices and traditions and study important places in China and the values and morals embedded in proverbs.  Moreover, students will be able to make connections between Chinese and other subjects such as geography, social studies, and the fine arts."
CHINESE V,"9,10,11,12",CLASS,LANGUAGES,"This course is designed for students who are prepared and motivated to participate in the extensive and intensive study of language and culture.  Students will have the opportunity to engage in classroom discussions and research projects in order to allow them to use the language to explore in depth topics related to Chinese literature, history, education, traveling, music, entertainment and technology in school.  Strong organizational skills and the ability to work independently are required.  AP material will be included in the course, such as reading from the Internet, materials from the Chinese-speaking world, essays, short stories, comic books, magazines, Chinese movies, and newspapers.  The goal of this course is to further the students’ intercultural and communicative competence."
ADVANCED CHINESE LITERATURE AND CULTURE,"9,10,11,12",CLASS,LANGUAGES,"This course, taught entirely in Chinese, is comparable to a college level course and is open to students who have successfully completed Chinese V. Its goal is not only to perfect the students’ already advanced level of proficiency in Chinese but also to develop a fuller understanding of and appreciation for Chinese literature and culture. The students will familiarize themselves with great works of Chinese literature of intermediate to advanced difficulty and mature content. They will be provided with methods for literary interpretation through close reading of those texts. They will practice formulating critical opinions in spoken and written Chinese and will be asked to participate actively in discussions on literary topics. Over the course of the year, the curriculum will focus on the intersections between disciplines (history, geography, economics, politics, literature, film, music, and art).Grades Nine through ElevenAll students must complete at least three years of high school-level mathematics, and must include the completion of Geometry, Algebra II, and Precalculus. Required courses and electives develop strong reasoning skills and broad conceptual understanding and are offered at various levels, including several college-level classes. Computers and graphing calculators are integrated throughout the math curriculum. A student's initial course selection is dependent upon his or her previous math background. Placement is determined every year and is based on academic achievement in previous math classes, and department recommendation."
